,Units,Date,Month,Year,Date.1,Time,Temperature,Ph,Algae Coverage,Algae species,Fauna Species,Snails,Nerites,Crabs,Barnacles,Limpets,Landslugs,Tubeworm,Anemone,Shrimps,Bivalves,Ascidians,Sponge,Other,is_treatment,shannons_index
181,W2,14,12,2016,12/14/16,4:43:00 PM,34.0,9.8,90,3,4,25,0,0,0,0,0,30,0,0,0,2,1,0,1,0.8898548823965992
182,W3,14,12,2016,12/14/16,4:53:00 PM,33.2,,30,1,1,25,2,1,45,0,0,0,0,0,0,0,0,0,1,0.8225416052238802
183,W4,14,12,2016,12/14/16,4:55:00 PM,33.2,9.8,70,2,2,30,0,0,0,0,0,30,0,0,0,0,0,0,1,0.6931471805599453
184,W5 (CON),14,12,2016,12/14/16,5:01:00 PM,33.1,,50,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-0.0
185,W6,14,12,2016,12/14/16,5:03:00 PM,33.5,9.77,65,4,2,65,0,0,0,0,0,120,0,0,0,0,0,0,1,0.6482791673644765
186,W7,14,12,2016,12/14/16,5:07:00 PM,33.3,9.72,75,4,3,18,9,0,0,0,0,120,0,0,1,0,0,0,1,0.6303155036830174
187,W8,14,12,2016,12/14/16,5:11:00 PM,33.2,9.84,80,3,4,50,8,1,0,0,0,120,0,0,0,0,0,1,1,0.8222030078974798
188,W9,14,12,2016,12/14/16,5:16:00 PM,32.8,9.85,80,3,4,45,20,1,0,0,0,120,0,0,0,0,0,0,1,0.8939538422906759
189,W10,14,12,2016,12/14/16,5:20:00 PM,32.5,9.87,90,1,3,40,0,0,0,0,0,120,0,0,0,1,0,0,1,0.596595748224196
190,E1,15,3,2017,3/15/17,5:00:00 PM,30.9,8.66,40,2,4,10,0,0,0,0,0,120,0,0,40,4,0,0,1,0.845117278106351
191,E2,15,3,2017,3/15/17,5:05:00 PM,31.6,8.84,60,2,4,3,0,0,0,0,0,120,0,0,4,2,0,0,1,0.3270502508310574
192,E3,15,3,2017,3/15/17,5:10:00 PM,31.7,8.93,95,2,3,30,0,0,0,0,0,120,1,0,0,1,0,1,1,0.608640989472761
193,E4 (CON),15,3,2017,3/15/17,5:18:00 PM,31.8,,95,1,2,30,0,0,0,0,0,0,0,0,9999,0,0,0,0,0.02037254453268109
194,E5,15,3,2017,3/15/17,5:20:00 PM,31.8,,3,1,3,0,1,0,200,0,0,120,3,0,20,0,0,0,1,0.9064179225462559
195,E6,15,3,2017,3/15/17,5:25:00 PM,31.9,9.05,3,3,5,3,0,3,90,0,0,0,0,0,0,0,0,0,1,0.2771133574914559
196,E7 (CON),15,3,2017,3/15/17,5:29:00 PM,31.3,,80,1,1,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,-0.0
197,E8,15,3,2017,3/15/17,5:30:00 PM,31.7,9.08,80,3,4,40,0,0,0,0,0,120,0,0,5,2,0,0,1,0.7378281164784715
198,E9,15,3,2017,3/15/17,5:35:00 PM,32.0,9.06,60,3,2,20,2,0,0,0,0,0,0,0,0,1,0,0,1,0.4702359623552492
199,W1 (CON),15,3,2017,3/15/17,5:43:00 PM,31.3,,80,1,2,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0.5982695885852573
200,W2,15,3,2017,3/15/17,5:45:00 PM,31.7,9.1,10,2,4,60,2,1,0,0,0,30,0,0,0,3,1,0,1,0.9419406031393115
201,W3,15,3,2017,3/15/17,5:49:00 PM,31.3,,0,0,2,40,2,0,0,0,0,0,0,0,0,0,0,0,1,0.19144408195771734
202,W4,15,3,2017,3/15/17,5:50:00 PM,32.0,9.1,5,1,3,30,0,2,0,0,0,0,0,0,0,1,0,0,1,0.3625010217396757
203,W5 (CON),15,3,2017,3/15/17,5:59:00 PM,30.7,,70,1,1,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0.6365141682948128
204,W6,15,3,2017,3/15/17,6:00:00 PM,31.6,8.93,10,4,2,20,0,0,0,0,0,120,0,0,0,0,0,0,1,0.410116318288409
205,W7,15,3,2017,3/15/17,6:05:00 PM,31.6,9.0,5,4,4,30,3,0,0,0,0,120,0,0,1,0,0,1,1,0.6574201656307659
206,W8,15,3,2017,3/15/17,6:10:00 PM,31.7,9.29,5,3,4,10,1,0,0,0,0,120,0,0,0,0,2,1,1,0.428353572899375
207,W9,15,3,2017,3/15/17,6:15:00 PM,31.7,9.34,5,3,4,50,2,1,0,0,0,120,0,0,0,0,0,0,1,0.6938323241719252
208,W10,15,3,2017,3/15/17,6:25:00 PM,31.4,9.24,10,1,4,10,1,1,0,0,0,120,0,0,0,0,0,0,1,0.35609843725465895
209,E1,19,4,2017,4/19/17,10:44:00 AM,33.6,8.41,5,2,4,0,0,0,30,120,0,9999,0,0,15,4,0,0,1,0.09876573316470294
210,E2,19,4,2017,4/19/17,10:49:00 AM,34.2,8.32,5,2,6,2,1,0,40,120,0,9999,0,0,20,2,0,0,1,0.108587392899925
211,E3,19,4,2017,4/19/17,10:53:00 AM,34.1,8.45,5,2,6,20,0,1,40,120,0,9999,0,0,10,1,0,0,1,0.11355148309785847
212,E4 (CON),19,4,2017,4/19/17,10:56:00 AM,31.0,,0,1,1,0,0,0,0,3,0,0,0,0,9999,0,0,0,0,0.0027329868261273442
213,E5,19,4,2017,4/19/17,10:57:00 AM,31.0,,0,0,5,3,0,2,9999,0,0,120,0,0,9999,0,0,0,1,0.7278084516500881
214,E6,19,4,2017,4/19/17,10:59:00 AM,34.5,7.97,5,2,6,0,0,0,120,120,0,120,0,0,120,0,0,2,1,1.4074413528545382
215,E7 (CON),19,4,2017,4/19/17,11:03:00 AM,31.0,,0,0,2,40,0,0,0,0,0,0,0,0,9999,0,0,0,0,0.025992064751485182
216,E8,19,4,2017,4/19/17,11:04:00 AM,34.9,8.24,10,1,5,25,0,0,40,120,0,9999,0,0,10,2,0,0,1,0.11636005761029736
217,E9,19,4,2017,4/19/17,11:10:00 AM,34.7,8.22,2,2,4,0,1,0,120,120,0,9999,0,0,0,1,0,0,1,0.12936093151678038
218,W1 (CON),19,4,2017,4/19/17,11:11:00 AM,31.0,,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,-0.0
219,W2,19,4,2017,4/19/17,11:12:00 AM,35.0,8.35,2,2,6,50,0,2,120,120,0,120,0,0,0,3,0,0,1,1.3926633180618595
220,W3,19,4,2017,4/19/17,11:16:00 AM,31.0,,0,0,3,0,0,0,30,30,0,0,0,0,120,0,0,0,1,0.8675632284814612
221,W4,19,4,2017,4/19/17,11:18:00 AM,35.2,8.37,15,1,5,30,0,1,120,120,0,0,0,0,9999,0,0,0,1,0.14796308489835142
222,W5 (CON),19,4,2017,4/19/17,11:22:00 AM,31.0,,0,0,2,30,0,0,0,5,0,0,0,0,9999,0,0,0,0,0.0246498392076871
223,W6,19,4,2017,4/19/17,11:23:00 AM,35.6,8.3,10,1,5,20,0,0,120,120,0,9999,0,0,9999,0,0,0,1,0.7645971125937754
224,W7,19,4,2017,4/19/17,11:25:00 AM,35.6,8.75,20,4,6,60,0,1,120,120,0,9999,0,0,120,0,0,0,1,0.2243852778288185
225,W8,19,4,2017,4/19/17,11:27:00 AM,35.3,8.36,5,1,4,40,0,0,30,30,0,120,0,0,0,0,2,0,1,1.224693937911684
226,W9,19,4,2017,4/19/17,11:30:00 AM,35.6,8.44,5,1,6,70,0,2,120,120,0,9999,0,0,9999,0,0,0,1,0.7788309471221752
227,W10,19,4,2017,4/19/17,11:33:00 AM,34.9,8.37,5,2,6,20,5,0,120,120,0,120,0,0,120,0,0,0,1,1.5394933370602462
228,E1,6,7,2017,7/6/17,4:06:00 PM,33.5,8.7,80,3,6,60,0,0,120,120,0,9999,0,0,9999,2,0,0,1,0.7763844485202642
229,E2,6,7,2017,7/6/17,4:13:00 PM,33.5,9.28,70,4,6,100,0,2,0,0,0,9999,0,1,6,2,0,0,1,0.06527303273381135
230,E3,6,7,2017,7/6/17,4:24:00 PM,33.5,9.47,80,3,7,50,1,5,0,40,0,9999,0,0,4,1,0,0,1,0.06683108650913967
231,E4 (CON),6,7,2017,7/6/17,4:28:00 PM,29.9,,80,1,1,0,0,0,0,0,0,0,0,0,120,0,0,0,0,-0.0
232,E5,6,7,2017,7/6/17,4:30:00 PM,29.9,,0,0,6,10,0,2,120,120,0,120,5,0,120,0,0,0,1,1.5195450132422768
233,E6,6,7,2017,7/6/17,4:34:00 PM,34.0,8.59,25,1,6,30,0,2,120,9999,0,120,7,0,120,0,0,0,1,0.21554167261480686
234,E7 (CON),6,7,2017,7/6/17,4:40:00 PM,29.9,,80,2,2,100,0,0,0,0,0,0,0,0,120,0,0,0,0,0.6890092384766586
235,E8,6,7,2017,7/6/17,4:45:00 PM,33.7,9.46,60,3,8,40,0,1,9999,120,0,9999,0,1,3,2,0,0,1,0.7417000783806862
236,E9,6,7,2017,7/6/17,4:51:00 PM,34.0,8.59,10,2,7,90,1,0,120,120,0,9999,12,0,4,0,0,0,1,0.189402768905731
237,W1 (CON),6,7,2017,7/6/17,4:54:00 PM,30.0,,2,1,2,1,0,0,0,0,4,0,0,0,9999,0,0,0,0,0.00454890786756186
238,W2,6,7,2017,7/6/17,4:58:00 PM,33.5,8.8,10,2,8,30,5,4,0,120,0,9999,0,0,5,1,1,0,1,0.09818945291497547
239,W3,6,7,2017,7/6/17,5:00:00 PM,30.0,,0,0,3,45,9,0,0,10,0,0,0,0,0,0,0,0,1,0.8135598932716903
240,W4,6,7,2017,7/6/17,5:05:00 PM,33.4,9.28,85,3,6,25,0,1,0,120,0,9999,0,1,0,0,0,1,1,0.08448158220782356
241,W5 (CON),6,7,2017,7/6/17,5:08:00 PM,30.0,,40,1,1,0,0,0,0,5,0,0,0,0,9999,0,0,0,0,0.004298806696261287
242,W6,6,7,2017,7/6/17,5:11:00 PM,33.0,9.23,80,3,6,45,0,1,40,120,0,9999,0,0,0,2,0,0,1,0.12061705416810062
243,W7,6,7,2017,7/6/17,5:17:00 PM,33.3,9.36,85,3,5,25,0,1,40,120,0,9999,0,0,120,0,0,0,1,0.17000909095236422
244,W8,6,7,2017,7/6/17,5:20:00 PM,33.3,9.28,70,3,5,25,0,0,30,9999,0,9999,0,0,0,0,1,1,1,0.7130702441301267
245,W9,6,7,2017,7/6/17,5:23:00 PM,33.2,9.49,80,3,5,9,0,3,120,120,0,9999,0,0,0,0,0,0,1,0.13696818533308064
246,W10,6,7,2017,7/6/17,5:31:00 PM,33.1,9.45,95,3,5,21,3,0,120,120,0,120,0,0,120,0,0,0,1,1.5296658621317292
